Bell ID,Place,Dedication,Region,Tower ID,Grid Ref,Latitude,Longitude,Ring ID,Collection Type,Ring Size,Bell Role,Bell Name,Weight (lbs),Weight (approx),Nominal (Hz),Note,Diameter (in),Cast Date,Listed,Founder,Founder Uncertain,Caster,Canons,Turnings,Cracked,Frame ID,In Pit,Modification Date
11726,Blaydon on Tyne,"S Cuthbert, Stella",Tyne and Wear,10894,NZ184633,54.9648,-1.71373,895,full-circle ring,6,5,,567,,1058,C,30.63,1876,Y,William Blews & Sons,,,removed,quarter,,801,Y,09/12/2020 11:20
772,Blaydon on Tyne,"S Cuthbert, Stella",Tyne and Wear,10894,NZ184633,54.9648,-1.71373,895,full-circle ring,6,6,,699,,940,B♭,33.06,1876,Y,William Blews & Sons,,,removed,quarter,,801,Y,09/12/2020 11:20
11727,Bleadon,S Peter & S Paul,Somerset,14230,ST341569,51.3075,-2.94632,4231,full-circle ring,6,1,,358,,1242,D♯,26,1925,,Mears & Stainbank,,,flat,quarter,,802,Y,09/12/2020 11:20
11728,Bleadon,S Peter & S Paul,Somerset,14230,ST341569,51.3075,-2.94632,4231,full-circle ring,6,2,,392,Y,1120.5,C♯,27.5,1711,,Edward Bilbie,,,removed,quarter,,802,Y,09/12/2020 11:20
11729,Bleadon,S Peter & S Paul,Somerset,14230,ST341569,51.3075,-2.94632,4231,full-circle ring,6,3,,420,Y,996.5,B,28.5,1711,,Edward Bilbie,,,removed,quarter,,802,Y,09/12/2020 11:20
11730,Bleadon,S Peter & S Paul,Somerset,14230,ST341569,51.3075,-2.94632,4231,full-circle ring,6,4,,616,Y,942.5,A♯,32,1711,,Edward Bilbie,,,removed,quarter,,802,Y,09/12/2020 11:20
11731,Bleadon,S Peter & S Paul,Somerset,14230,ST341569,51.3075,-2.94632,4231,full-circle ring,6,5,,728,Y,832.5,G♯,34.5,1711,,Edward Bilbie,,,removed,quarter,,802,Y,09/12/2020 11:20
773,Bleadon,S Peter & S Paul,Somerset,14230,ST341569,51.3075,-2.94632,4231,full-circle ring,6,6,,980,Y,742,F♯,38,1711,,Edward Bilbie,,,removed,quarter,,802,Y,09/12/2020 11:20
11732,Bledington,S Leonard,Gloucestershire,15032,SP244225,51.90091,-1.64545,5033,full-circle ring,6,1,,422,,1290.6,E,26,1931,,Gillett & Johnston,,,flat,,,803,Y,14/10/2021 19:32
11733,Bledington,S Leonard,Gloucestershire,15032,SP244225,51.90091,-1.64545,5033,full-circle ring,6,2,,495,,1160.4,D,28,1931,,Gillett & Johnston,,,flat,,,803,Y,14/10/2021 19:33
11734,Bledington,S Leonard,Gloucestershire,15032,SP244225,51.90091,-1.64545,5033,full-circle ring,6,3,,488,,1031.5,C,29.25,1935,,Thomas Bond,,,flat,,,803,Y,14/10/2021 19:33
11735,Bledington,S Leonard,Gloucestershire,15032,SP244225,51.90091,-1.64545,5033,full-circle ring,6,4,,773,,966.9,B,33,1931,,Gillett & Johnston,,,flat,,,803,Y,14/10/2021 19:33
11736,Bledington,S Leonard,Gloucestershire,15032,SP244225,51.90091,-1.64545,5033,full-circle ring,6,5,,658,,871.1,A,33.5,1695,,Richard Keene,,,removed,quarter,,803,Y,14/10/2021 19:34
774,Bledington,S Leonard,Gloucestershire,15032,SP244225,51.90091,-1.64545,5033,full-circle ring,6,6,,909,,774,G,37.25,1651,Y,James Keene,,,removed,quarter,,803,Y,14/10/2021 19:35
11739,Bledlow,Holy Trinity,Buckinghamshire,16778,SP778021,51.71288,-0.87487,6779,full-circle ring,8,1,,440,,1402,F,26.63,1983,,Whitechapel Bell Foundry,,,flat,unturned,,805,Y,24/02/2025 19:52
11740,Bledlow,Holy Trinity,Buckinghamshire,16778,SP778021,51.71288,-0.87487,6779,full-circle ring,8,2,,502,,1319,E,27.63,1983,,Whitechapel Bell Foundry,,,flat,unturned,,805,Y,24/02/2025 19:52
11741,Bledlow,Holy Trinity,Buckinghamshire,16778,SP778021,51.71288,-0.87487,6779,full-circle ring,8,3,,546,,1175,D,29.5,1983,,Whitechapel Bell Foundry,,,flat,unturned,,805,Y,24/02/2025 19:52
11742,Bledlow,Holy Trinity,Buckinghamshire,16778,SP778021,51.71288,-0.87487,6779,full-circle ring,8,4,,645,,1046,C,31.5,1683,,Richard Keene,,,removed,quarter,,805,Y,24/02/2025 19:50
11743,Bledlow,Holy Trinity,Buckinghamshire,16778,SP778021,51.71288,-0.87487,6779,full-circle ring,8,5,,717,,932,B♭,33.5,1683,,Richard Keene,,,removed,quarter,,805,Y,24/02/2025 19:50
11744,Bledlow,Holy Trinity,Buckinghamshire,16778,SP778021,51.71288,-0.87487,6779,full-circle ring,8,6,,928,,880,A,35.5,1683,,Richard Keene,,,removed,quarter,,805,Y,24/02/2025 19:50
11745,Bledlow,Holy Trinity,Buckinghamshire,16778,SP778021,51.71288,-0.87487,6779,full-circle ring,8,7,,1113,,784,G,39.5,1683,,Richard Keene,,,removed,quarter,,805,Y,24/02/2025 19:50
775,Bledlow,Holy Trinity,Buckinghamshire,16778,SP778021,51.71288,-0.87487,6779,full-circle ring,8,8,,1411,,698.5,F,43.25,1842,,W & J Taylor,,,removed,quarter,,805,Y,24/02/2025 19:50
11746,Blessington,S Mary (CI),"Wicklow, Republic of Ireland",10464,N982143,53.17079,-6.53215,465,full-circle ring,6,1,,516,,1256.5,E,28.25,1682,,James Bartlet,,,removed,eighth,,806,Y,27/08/2024 10:02
11747,Blessington,S Mary (CI),"Wicklow, Republic of Ireland",10464,N982143,53.17079,-6.53215,465,full-circle ring,6,2,,542,,1154.5,D,29.25,1682,,James Bartlet,,,removed,eighth,,806,Y,27/08/2024 10:02
11748,Blessington,S Mary (CI),"Wicklow, Republic of Ireland",10464,N982143,53.17079,-6.53215,465,full-circle ring,6,3,,650,,1039.5,C,31.75,1682,,James Bartlet,,,removed,eighth,,806,Y,27/08/2024 10:02
11749,Blessington,S Mary (CI),"Wicklow, Republic of Ireland",10464,N982143,53.17079,-6.53215,465,full-circle ring,6,4,,785,,968,B,33.75,1682,,James Bartlet,,,removed,eighth,,806,Y,27/08/2024 10:02
11750,Blessington,S Mary (CI),"Wicklow, Republic of Ireland",10464,N982143,53.17079,-6.53215,465,full-circle ring,6,5,,996,,856.5,A,36.75,1682,,James Bartlet,,,removed,eighth,,806,Y,27/08/2024 10:02
777,Blessington,S Mary (CI),"Wicklow, Republic of Ireland",10464,N982143,53.17079,-6.53215,465,full-circle ring,6,6,,1362,,763,G,41.75,1682,,James Bartlet,,,removed,multiple,,806,Y,27/08/2024 10:02
11751,Bletchingdon,S Giles,Oxfordshire,10904,SP506180,51.85872,-1.26603,905,full-circle ring,6,1,,377,,1475.5,F♯,24.31,1998,,Whitechapel Bell Foundry,,,flat,,,807,Y,09/12/2020 11:20
11752,Bletchingdon,S Giles,Oxfordshire,10904,SP506180,51.85872,-1.26603,905,full-circle ring,6,2,,389,,1317.5,E,25.25,1738,,Edward Hemins,,,conventional,,,807,Y,09/12/2020 11:20
11753,Bletchingdon,S Giles,Oxfordshire,10904,SP506180,51.85872,-1.26603,905,full-circle ring,6,3,,414,,1178,D,27.5,1877,,James Barwell,,,removed,,,807,Y,09/12/2020 11:20
11754,Bletchingdon,S Giles,Oxfordshire,10904,SP506180,51.85872,-1.26603,905,full-circle ring,6,4,,485,,1107,C♯,29,1877,,James Barwell,,,removed,,,807,Y,09/12/2020 11:20
11755,Bletchingdon,S Giles,Oxfordshire,10904,SP506180,51.85872,-1.26603,905,full-circle ring,6,5,,667,,988,B,32.38,1774,,Matthew III Bagley,,,conventional,,,807,Y,08/08/2022 20:01
778,Bletchingdon,S Giles,Oxfordshire,10904,SP506180,51.85872,-1.26603,905,full-circle ring,6,6,,897,,879,A,35.69,1710,,William and Robert Cor,,,removed,,,807,Y,09/12/2020 11:20
11757,Bletchingley,S Mary,Surrey,14118,TQ327508,51.24134,-0.09965,4119,full-circle ring,10,1,,587,,1664,G♯,26.5,1991,,Whitechapel Bell Foundry,,,flat,unturned,,809,Y,03/03/2021 17:40
11758,Bletchingley,S Mary,Surrey,14118,TQ327508,51.24134,-0.09965,4119,full-circle ring,10,2,,594,,1485,F♯,27.5,1991,,Whitechapel Bell Foundry,,,flat,unturned,,809,Y,03/03/2021 17:40
11759,Bletchingley,S Mary,Surrey,14118,TQ327508,51.24134,-0.09965,4119,full-circle ring,10,3,,615,,1325,E,29.5,1912,,Mears & Stainbank,,,flat,multiple,,809,Y,03/03/2021 17:41
11760,Bletchingley,S Mary,Surrey,14118,TQ327508,51.24134,-0.09965,4119,full-circle ring,10,4,,665,,1247,D♯,30,1780,,Thomas Janaway,,,removed,multiple,,809,Y,03/03/2021 17:41
11761,Bletchingley,S Mary,Surrey,14118,TQ327508,51.24134,-0.09965,4119,full-circle ring,10,5,,751,,1109,C♯,32.5,1912,,Mears & Stainbank,,,flat,multiple,,809,Y,03/03/2021 17:41
11762,Bletchingley,S Mary,Surrey,14118,TQ327508,51.24134,-0.09965,4119,full-circle ring,10,6,,825,,987.5,B,34.5,1912,,Mears & Stainbank,,,flat,multiple,,809,Y,03/03/2021 17:41
11763,Bletchingley,S Mary,Surrey,14118,TQ327508,51.24134,-0.09965,4119,full-circle ring,10,7,,965,,883,A,37.5,1912,,Mears & Stainbank,,,flat,multiple,,809,Y,03/03/2021 17:42
11764,Bletchingley,S Mary,Surrey,14118,TQ327508,51.24134,-0.09965,4119,full-circle ring,10,8,,1102,,831.5,G♯,39,1912,,Mears & Stainbank,,,flat,multiple,,809,Y,03/03/2021 17:42
11765,Bletchingley,S Mary,Surrey,14118,TQ327508,51.24134,-0.09965,4119,full-circle ring,10,9,,1324,,738.5,F♯,42,1780,,Thomas Janaway,,,removed,multiple,,809,Y,03/03/2021 17:42
779,Bletchingley,S Mary,Surrey,14118,TQ327508,51.24134,-0.09965,4119,full-circle ring,10,10,,1842,,658.5,E,47.5,1780,,Thomas Janaway,,,removed,multiple,,809,Y,03/03/2021 17:44
31512,Bletchley,S Mary,Buckinghamshire,12576,SP862337,51.99585,-0.74456,2577,full-circle ring,8,1,,525,,1391,F,27.5,1717,,Abraham I Rudhall,,,removed,eighth,,4646,Y,09/12/2020 11:20
31513,Bletchley,S Mary,Buckinghamshire,12576,SP862337,51.99585,-0.74456,2577,full-circle ring,8,2,,533,,1317,E,28,1713,,Abraham I Rudhall,,,removed,eighth,,4646,Y,09/12/2020 11:20
31514,Bletchley,S Mary,Buckinghamshire,12576,SP862337,51.99585,-0.74456,2577,full-circle ring,8,3,,614,,1174,D,29.5,1712,,Abraham I Rudhall,,,removed,eighth,,4646,Y,09/12/2020 11:20
31515,Bletchley,S Mary,Buckinghamshire,12576,SP862337,51.99585,-0.74456,2577,full-circle ring,8,4,,738,,1046,C,32.5,1712,,Abraham I Rudhall,,,removed,eighth,,4646,Y,09/12/2020 11:20
31516,Bletchley,S Mary,Buckinghamshire,12576,SP862337,51.99585,-0.74456,2577,full-circle ring,8,5,,817,,932,B♭,33.75,1924,,John Taylor & Co,,,flat,unturned,,4646,Y,09/12/2020 11:20
31517,Bletchley,S Mary,Buckinghamshire,12576,SP862337,51.99585,-0.74456,2577,full-circle ring,8,6,,872,,880,A,35.5,1867,,Robert Stainbank,,,removed,eighth,,4646,Y,09/12/2020 11:20
31518,Bletchley,S Mary,Buckinghamshire,12576,SP862337,51.99585,-0.74456,2577,full-circle ring,8,7,,1124,,783,G,39.5,1827,,Robert Taylor & Sons,,,removed,eighth,,4646,Y,09/12/2020 11:20
4606,Bletchley,S Mary,Buckinghamshire,12576,SP862337,51.99585,-0.74456,2577,full-circle ring,8,8,,1742,,698,F,44.5,1893,,Gillett & Johnston,,,removed,quarter,,4646,Y,09/12/2020 11:20
11766,Bletsoe,S Mary,Bedfordshire,10868,TL023583,52.21365,-0.50349,869,full-circle ring,6,1,,620,,1230.2,D♯,29.13,1900,,John Taylor & Co,,,flat,quarter,,811,Y,09/12/2020 11:20
11767,Bletsoe,S Mary,Bedfordshire,10868,TL023583,52.21365,-0.50349,869,full-circle ring,6,2,,722,,1096,C♯,32.13,1786,,Robert Taylor,,,conventional,eighth,,810,Y,09/12/2020 11:20
11768,Bletsoe,S Mary,Bedfordshire,10868,TL023583,52.21365,-0.50349,869,full-circle ring,6,3,,805,,976.4,B,34.5,1786,,Robert Taylor,,,conventional,eighth,,810,Y,09/12/2020 11:20
11769,Bletsoe,S Mary,Bedfordshire,10868,TL023583,52.21365,-0.50349,869,full-circle ring,6,4,,816,,921,A♯,35,1786,,Robert Taylor,,,conventional,eighth,,810,Y,09/12/2020 11:20
11770,Bletsoe,S Mary,Bedfordshire,10868,TL023583,52.21365,-0.50349,869,full-circle ring,6,5,,968,,821.1,G♯,37,1786,,Robert Taylor,,,conventional,eighth,,810,Y,09/12/2020 11:20
780,Bletsoe,S Mary,Bedfordshire,10868,TL023583,52.21365,-0.50349,869,full-circle ring,6,6,,1248,,731.5,F♯,41.75,1786,,Robert Taylor,,,removed,eighth,,810,Y,09/12/2020 11:20
11771,Blewbury,S Michael & All Angels,Oxfordshire,15534,SU531859,51.56966,-1.23479,5535,full-circle ring,8,1,,549,,1315,E,27.5,1906,,John Taylor & Co,,,flat,,,812,Y,09/12/2020 11:20
11772,Blewbury,S Michael & All Angels,Oxfordshire,15534,SU531859,51.56966,-1.23479,5535,full-circle ring,8,2,,563,,1242,D♯,28.75,1906,,John Taylor & Co,,,flat,,,812,Y,09/12/2020 11:20
11773,Blewbury,S Michael & All Angels,Oxfordshire,15534,SU531859,51.56966,-1.23479,5535,full-circle ring,8,3,,696,,1110,C♯,30.25,1663,,Henry II Knight,,,conventional,,,812,Y,09/12/2020 11:20
11774,Blewbury,S Michael & All Angels,Oxfordshire,15534,SU531859,51.56966,-1.23479,5535,full-circle ring,8,4,,730,,985,B,33.25,1689,,Samuel Knight,,,conventional,,,812,Y,09/12/2020 11:20
11775,Blewbury,S Michael & All Angels,Oxfordshire,15534,SU531859,51.56966,-1.23479,5535,full-circle ring,8,5,,908,,877,A,35.5,1704,,Samuel Knight,,,conventional,,,812,Y,09/12/2020 11:20
11776,Blewbury,S Michael & All Angels,Oxfordshire,15534,SU531859,51.56966,-1.23479,5535,full-circle ring,8,6,,1142,,828,G♯,38,1586,Y,Joseph Carter,,,conventional,,,812,Y,09/12/2020 11:20
11777,Blewbury,S Michael & All Angels,Oxfordshire,15534,SU531859,51.56966,-1.23479,5535,full-circle ring,8,7,,1594,,739,F♯,42.5,1752,Y,Edward Read,,,conventional,,,812,Y,09/12/2020 11:20
781,Blewbury,S Michael & All Angels,Oxfordshire,15534,SU531859,51.56966,-1.23479,5535,full-circle ring,8,8,,2141,,656,E,47.5,1825,Y,John Hunt,,,conventional,,,812,Y,09/12/2020 11:20
11779,Blidworth,S Mary of the Purification,Nottinghamshire,13389,SK585556,53.09467,-1.12702,3390,full-circle ring,6,1,,302,,1647,G♯,22.5,1972,,John Taylor & Co,,,flat,,,813,Y,09/12/2020 11:20
11780,Blidworth,S Mary of the Purification,Nottinghamshire,13389,SK585556,53.09467,-1.12702,3390,full-circle ring,6,2,,301,,1465,F♯,23.5,1972,,John Taylor & Co,,,flat,,,813,Y,09/12/2020 11:20
11781,Blidworth,S Mary of the Purification,Nottinghamshire,13389,SK585556,53.09467,-1.12702,3390,full-circle ring,6,3,,323,,1304,E,24.38,1972,,John Taylor & Co,,,flat,,,813,Y,09/12/2020 11:20
11782,Blidworth,S Mary of the Purification,Nottinghamshire,13389,SK585556,53.09467,-1.12702,3390,full-circle ring,6,4,,352,,1228,D♯,25.38,1972,,John Taylor & Co,,,flat,,,813,Y,09/12/2020 11:20
11783,Blidworth,S Mary of the Purification,Nottinghamshire,13389,SK585556,53.09467,-1.12702,3390,full-circle ring,6,5,,444,,1098,C♯,28,1839,Y,Samuel Midworth,,,removed,,,813,Y,09/12/2020 11:20
782,Blidworth,S Mary of the Purification,Nottinghamshire,13389,SK585556,53.09467,-1.12702,3390,full-circle ring,6,6,,474,,977,B,30.5,1661,,George I Oldfield,,,removed,,,813,Y,09/12/2020 11:20
11784,Blisland,S Protus & S Hyacinth,Cornwall,14791,SX100731,50.52705,-4.6815,4792,full-circle ring,6,1,,574,,1187,D,29,1790,,Christopher IV & John IV Pennington,,,,,,7808,Y,09/03/2022 21:59
11785,Blisland,S Protus & S Hyacinth,Cornwall,14791,SX100731,50.52705,-4.6815,4792,full-circle ring,6,2,,596,,1076,C,29.5,1790,,Christopher IV & John IV Pennington,,,,,,7808,Y,09/03/2022 21:59
11786,Blisland,S Protus & S Hyacinth,Cornwall,14791,SX100731,50.52705,-4.6815,4792,full-circle ring,6,3,,624,,985.5,B,31.5,1790,,Christopher IV & John IV Pennington,,,,,,7808,Y,09/03/2022 21:59
11787,Blisland,S Protus & S Hyacinth,Cornwall,14791,SX100731,50.52705,-4.6815,4792,full-circle ring,6,4,,726,,887,A,33,1790,,Christopher IV & John IV Pennington,,,,,,7808,Y,09/03/2022 21:59
11788,Blisland,S Protus & S Hyacinth,Cornwall,14791,SX100731,50.52705,-4.6815,4792,full-circle ring,6,5,,866,,814,G,36,1790,,Christopher IV & John IV Pennington,,,,,,7808,Y,09/03/2022 21:59
783,Blisland,S Protus & S Hyacinth,Cornwall,14791,SX100731,50.52705,-4.6815,4792,full-circle ring,6,6,,1194,,725.5,F,40.75,1790,,Christopher IV & John IV Pennington,,,,,,7808,Y,09/03/2022 21:59
11789,Blisworth,S John Bapt,Northamptonshire,12683,SP725534,52.17419,-0.94104,2684,full-circle ring,6,1,,567,,,D,29.5,2001,,Whitechapel Bell Foundry,,,flat,,,,Y,09/12/2020 11:20
11790,Blisworth,S John Bapt,Northamptonshire,12683,SP725534,52.17419,-0.94104,2684,full-circle ring,6,2,,599,,,C,31,1758,,Thomas II Eayre,,,removed,,,,Y,09/12/2020 11:20
11791,Blisworth,S John Bapt,Northamptonshire,12683,SP725534,52.17419,-0.94104,2684,full-circle ring,6,3,,595,,,B♭,32,1624,Y,Bartholomew & Robert Atton,,,removed,,,,Y,09/12/2020 11:20
11792,Blisworth,S John Bapt,Northamptonshire,12683,SP725534,52.17419,-0.94104,2684,full-circle ring,6,4,,912,,,A,36.5,1624,Y,Bartholomew & Robert Atton,,,removed,,,,Y,09/12/2020 11:20
11793,Blisworth,S John Bapt,Northamptonshire,12683,SP725534,52.17419,-0.94104,2684,full-circle ring,6,5,,1135,,,G,38.25,1882,,John Taylor & Co,,,removed,,,,Y,09/12/2020 11:20
784,Blisworth,S John Bapt,Northamptonshire,12683,SP725534,52.17419,-0.94104,2684,full-circle ring,6,6,,1425,,691.5,F,43,1758,,Thomas II Eayre,,,removed,,,,Y,09/12/2020 11:20
11795,Blithfield,S Leonard,Staffordshire,11456,SK044239,52.81344,-1.93607,1457,full-circle ring,6,1,,384,,1460,F♯,25.25,1887,,Llewellins & James,,,removed,,,814,Y,09/12/2020 11:20
11796,Blithfield,S Leonard,Staffordshire,11456,SK044239,52.81344,-1.93607,1457,full-circle ring,6,2,,498,,1301,E,27.25,1878,,John Taylor & Co,,,removed,,,814,Y,09/12/2020 11:20
11797,Blithfield,S Leonard,Staffordshire,11456,SK044239,52.81344,-1.93607,1457,full-circle ring,6,3,,515,,1159,D,29.5,1878,,John Taylor & Co,,,removed,,,814,Y,09/12/2020 11:20
11798,Blithfield,S Leonard,Staffordshire,11456,SK044239,52.81344,-1.93607,1457,full-circle ring,6,4,,578,,1093,C♯,29.5,c1500,Y,John Seliok,,,conventional,,,814,Y,09/12/2020 11:20
11799,Blithfield,S Leonard,Staffordshire,11456,SK044239,52.81344,-1.93607,1457,full-circle ring,6,5,,790,,973,B,33.75,c1500,Y,John Seliok,,,conventional,,,814,Y,09/12/2020 11:20
785,Blithfield,S Leonard,Staffordshire,11456,SK044239,52.81344,-1.93607,1457,full-circle ring,6,6,,974,,869,A,36.25,c1530,Y,Thomas Bett,,,conventional,,,814,Y,09/12/2020 11:20
11800,Blo' Norton,S Andrew,Norfolk,10685,TM012797,52.37836,0.95473,686,full-circle ring,6,1,,392,Y,1621.3,G♯,24.75,1892,,John Warner & Sons,,,conventional,,,815,Y,03/08/2023 23:31
11801,Blo' Norton,S Andrew,Norfolk,10685,TM012797,52.37836,0.95473,686,full-circle ring,6,2,,392,Y,1461.5,F♯,25.25,1794,,Thomas Osborn,,,conventional,quarter,,815,Y,03/08/2023 23:31
11802,Blo' Norton,S Andrew,Norfolk,10685,TM012797,52.37836,0.95473,686,full-circle ring,6,3,,448,Y,1318.7,E,26,1794,,Thomas Osborn,,,conventional,quarter,,815,Y,03/08/2023 23:31
11803,Blo' Norton,S Andrew,Norfolk,10685,TM012797,52.37836,0.95473,686,full-circle ring,6,4,,616,Y,1237.4,D♯,28.75,1794,,Thomas Osborn,,,conventional,quarter,,816,Y,03/08/2023 23:31
11804,Blo' Norton,S Andrew,Norfolk,10685,TM012797,52.37836,0.95473,686,full-circle ring,6,5,,672,Y,1110.3,C♯,30,1794,,Thomas Osborn,,,conventional,quarter,,815,Y,03/08/2023 23:31
786,Blo' Norton,S Andrew,Norfolk,10685,TM012797,52.37836,0.95473,686,full-circle ring,6,6,,896,Y,972.7,B,33.5,1794,,Thomas Osborn,,,conventional,quarter,,815,Y,03/08/2023 23:31
11805,Blockley,S Peter & S Paul,Gloucestershire,12356,SP164349,52.01241,-1.76182,2357,full-circle ring,10,1,,537,,1730.6,A,26,2017,,John Taylor & Co,,,flat,unturned,,817,Y,09/12/2020 11:20
11806,Blockley,S Peter & S Paul,Gloucestershire,12356,SP164349,52.01241,-1.76182,2357,full-circle ring,10,2,,570,,1543,G,27,2017,,John Taylor & Co,,,flat,unturned,,817,Y,09/12/2020 11:20
11807,Blockley,S Peter & S Paul,Gloucestershire,12356,SP164349,52.01241,-1.76182,2357,full-circle ring,10,3,,631,,1372.7,F,28,1894,,John Taylor & Co,,,conventional,turned,,817,Y,09/12/2020 11:20
11808,Blockley,S Peter & S Paul,Gloucestershire,12356,SP164349,52.01241,-1.76182,2357,full-circle ring,10,4,,659,,1302.6,E,29.2,1894,,John Taylor & Co,,,conventional,turned,,817,Y,15/03/2021 11:30
11809,Blockley,S Peter & S Paul,Gloucestershire,12356,SP164349,52.01241,-1.76182,2357,full-circle ring,10,5,,783,,1152,D,31.9,1683,Y,Matthew I Bagley,,,conventional,turned,,817,Y,09/12/2020 11:20
11810,Blockley,S Peter & S Paul,Gloucestershire,12356,SP164349,52.01241,-1.76182,2357,full-circle ring,10,6,,849,,1026.1,C,33.4,1679,Y,Matthew I Bagley,,,conventional,turned,,817,Y,09/12/2020 11:20
11811,Blockley,S Peter & S Paul,Gloucestershire,12356,SP164349,52.01241,-1.76182,2357,full-circle ring,10,7,,937,,914.9,B♭,35.75,1729,,Abraham II Rudhall,,,conventional,turned,,817,Y,09/12/2020 11:20
11812,Blockley,S Peter & S Paul,Gloucestershire,12356,SP164349,52.01241,-1.76182,2357,full-circle ring,10,8,,988,,858.6,A,37.6,1638,,Henry I Bagley,,,conventional,turned,,817,Y,09/12/2020 11:20
11813,Blockley,S Peter & S Paul,Gloucestershire,12356,SP164349,52.01241,-1.76182,2357,full-circle ring,10,9,,1296,,767.8,G,41,1638,,Henry I Bagley,,,conventional,turned,,817,Y,09/12/2020 11:20
787,Blockley,S Peter & S Paul,Gloucestershire,12356,SP164349,52.01241,-1.76182,2357,full-circle ring,10,10,,1910,,687.6,F,45,2017,,John Taylor & Co,,,flat,unturned,,817,Y,09/12/2020 11:20
11814,Blofield,S Andrew & S Peter,Norfolk,15126,TG335091,52.6302,1.44933,5127,full-circle ring,8,1,,538,,1351.5,E,27.75,1979,,Whitechapel Bell Foundry,,,flat,unturned,,818,Y,09/12/2020 11:20
11815,Blofield,S Andrew & S Peter,Norfolk,15126,TG335091,52.6302,1.44933,5127,full-circle ring,8,2,,572,,1272,D♯,28.75,1979,,Whitechapel Bell Foundry,,,flat,unturned,,819,Y,09/12/2020 11:20
11816,Blofield,S Andrew & S Peter,Norfolk,15126,TG335091,52.6302,1.44933,5127,full-circle ring,8,3,,588,Y,1120,C♯,30.5,1826,,Thomas II Mears,,,removed,quarter,,818,Y,09/12/2020 11:20
11817,Blofield,S Andrew & S Peter,Norfolk,15126,TG335091,52.6302,1.44933,5127,full-circle ring,8,4,,644,Y,1012.5,B,31.25,1581,Y,John I Brend,,,conventional,eighth,,819,Y,09/12/2020 11:20
11818,Blofield,S Andrew & S Peter,Norfolk,15126,TG335091,52.6302,1.44933,5127,full-circle ring,8,5,,812,Y,898,A,34,1656,,John II Brend,,,conventional,eighth,,818,Y,09/12/2020 11:20
11819,Blofield,S Andrew & S Peter,Norfolk,15126,TG335091,52.6302,1.44933,5127,full-circle ring,8,6,,1008,Y,842.5,G♯,37,1660,Y,Elias Brend,,,conventional,eighth,,819,Y,09/12/2020 11:20
11820,Blofield,S Andrew & S Peter,Norfolk,15126,TG335091,52.6302,1.44933,5127,full-circle ring,8,7,,1344,Y,753.5,F♯,41.5,c1499,Y,Brasyers of Norwich (generic),,,conventional,eighth,,818,Y,09/12/2020 11:20
788,Blofield,S Andrew & S Peter,Norfolk,15126,TG335091,52.6302,1.44933,5127,full-circle ring,8,8,,1736,Y,667,E,45.5,1719,,John Stephens,,,conventional,quarter,,818,Y,09/12/2020 11:20
11822,Blore,S Bartholomew,Staffordshire,10653,SK137493,53.04099,-1.79675,654,full-circle ring,3 U/R,1,,560,Y,,C♯,29.5,1626,,George I Oldfield,,,conventional,,,821,Y,09/12/2020 11:20
11823,Blore,S Bartholomew,Staffordshire,10653,SK137493,53.04099,-1.79675,654,full-circle ring,3 U/R,2,,672,Y,,B,32.25,1616,,Henry II Oldfield,,,conventional,,,821,Y,09/12/2020 11:20
789,Blore,S Bartholomew,Staffordshire,10653,SK137493,53.04099,-1.79675,654,full-circle ring,3 U/R,3,,914,,,A,35.5,1590,Y,Henry II Oldfield,,,conventional,,,821,Y,09/12/2020 11:20
11824,Bloxham,Our Lady of Bloxham,Oxfordshire,11534,SP429356,52.01793,-1.37488,1535,full-circle ring,8,1,,704,,1141,C♯,31.75,1903,,James Barwell & Co,,,flat,,,822,Y,09/12/2020 11:20
11825,Bloxham,Our Lady of Bloxham,Oxfordshire,11534,SP429356,52.01793,-1.37488,1535,full-circle ring,8,2,,792,,1072,B♯,33,1903,,James Barwell & Co,,,flat,,,823,Y,09/12/2020 11:20
11826,Bloxham,Our Lady of Bloxham,Oxfordshire,11534,SP429356,52.01793,-1.37488,1535,full-circle ring,8,3,,960,,954.5,A♯,35.88,1903,,James Barwell & Co,,,flat,,,823,Y,09/12/2020 11:20
11827,Bloxham,Our Lady of Bloxham,Oxfordshire,11534,SP429356,52.01793,-1.37488,1535,full-circle ring,8,4,,1124,,854,G♯,38,1830,,John Rudhall,,,removed,,,822,Y,09/12/2020 11:20
11828,Bloxham,Our Lady of Bloxham,Oxfordshire,11534,SP429356,52.01793,-1.37488,1535,full-circle ring,8,5,,1413,,758,F♯,41.38,c1570,Y,John Appowell,Y,,removed,,,823,Y,09/12/2020 11:20
11829,Bloxham,Our Lady of Bloxham,Oxfordshire,11534,SP429356,52.01793,-1.37488,1535,full-circle ring,8,6,,1516,,706.5,E♯,43.25,1750,,Abel Rudhall,,,removed,,,822,Y,09/12/2020 11:20
11830,Bloxham,Our Lady of Bloxham,Oxfordshire,11534,SP429356,52.01793,-1.37488,1535,full-circle ring,8,7,,2135,,640,D♯,48.5,1903,,James Barwell & Co,,,flat,,,822,Y,09/12/2020 11:20
790,Bloxham,Our Lady of Bloxham,Oxfordshire,11534,SP429356,52.01793,-1.37488,1535,full-circle ring,8,8,,3003,,566,C♯,54.5,1648,Y,James Keene,,,removed,,,822,Y,09/12/2020 11:20
